date,venue,rest_count,stay_count,rest_revenue,stay_revenue,addrest_revenue,addperson_revenue,fnb_revenue,other_revenue,note,created_at,checkin_hours,checkout_hours
2025-10-04,jiati,26,19,24480,62758,4800,500,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-05,jiati,31,20,31828,58657,6400,0,750,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-06,jiati,31,11,30004,25290,2000,500,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-07,jiati,25,27,23712,65774,800,0,1650,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-08,jiati,30,22,29540,53079,4400,0,1050,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-09,jiati,48,18,45735,48583,4800,0,1630,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-10,jiati,31,26,31720,83775,1200,0,3450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-11,jiati,28,26,27875,83974,800,0,2250,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-12,jiati,47,7,45247,16793,4400,0,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-13,jiati,48,11,44524,27389,7200,500,150,50,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-14,jiati,38,18,36144,44982,7200,1500,1050,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-15,jiati,35,21,34180,52167,7600,0,550,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-16,jiati,45,19,43772,46193,4800,0,700,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-17,jiati,38,22,35844,58966,4000,0,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-18,jiati,38,26,35567,83774,6400,0,1350,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-19,jiati,41,11,38500,27589,6800,1000,0,100,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-20,jiati,26,19,24988,46181,3600,0,750,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-21,jiati,24,16,22404,37884,3200,500,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-22,jiati,43,16,39795,37084,7200,0,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-23,jiati,40,17,38220,41685,2400,1000,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-24,jiati,32,26,30216,82476,8000,0,2550,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-25,jiati,24,26,23212,86976,2400,1000,1050,150,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-26,jiati,45,12,43160,30084,6000,0,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-27,jiati,38,14,35836,31488,8800,0,1350,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-28,jiati,42,13,38919,29089,8000,0,1050,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-29,jiati,36,13,33701,28391,2400,0,1200,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-30,jiati,30,14,28862,31090,3600,500,1750,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-10-31,jiati,47,14,44336,35090,5200,0,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-01,jiati,42,22,40396,62582,8000,0,300,50,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-02,jiati,45,9,40660,19795,8000,0,750,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-03,jiati,38,16,36236,37488,4400,500,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-04,jiati,31,12,28728,27192,3200,0,1050,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-05,jiati,38,22,35456,52082,3600,1000,750,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-06,jiati,47,18,44236,41186,7600,1500,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-07,jiati,27,27,25476,72577,3600,1500,960,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-08,jiati,39,25,36432,77579,7600,0,550,150,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-09,jiati,33,15,30404,35588,10400,0,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-10,jiati,35,18,32180,45173,6400,0,1960,2399,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-11,jiati,35,17,33480,38286,4000,500,1050,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-12,jiati,32,13,29916,30489,3200,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-13,jiati,35,16,32780,37786,4000,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-14,jiati,45,11,42760,27691,8000,0,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-15,jiati,28,26,25876,85776,1600,1000,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-16,jiati,52,12,47988,26790,9600,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-17,jiati,44,14,40372,32589,3600,0,750,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-18,jiati,52,17,48787,39085,6800,0,750,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-19,jiati,30,20,28140,47482,4400,500,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-20,jiati,36,13,33268,31477,8800,500,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-21,jiati,52,16,48579,41386,5200,0,1050,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-22,jiati,24,26,22112,86576,2800,0,1200,959,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-23,jiati,35,11,32072,26091,11600,0,750,1200,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-24,jiati,38,18,35744,43484,3600,0,1350,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-25,jiati,40,14,36920,32988,3600,0,650,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-26,jiati,37,18,35267,43272,5600,500,1050,60,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-27,jiati,26,15,24110,34587,3200,500,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-28,jiati,43,18,40095,45384,5200,1000,750,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-29,jiati,34,26,31303,83176,2800,500,1200,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-11-30,jiati,40,15,37908,36787,9200,500,2100,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-01,jiati,35,13,31580,32188,9200,2500,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-02,jiati,27,13,25968,29788,3200,0,750,2099,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-03,jiati,38,7,35444,15494,4800,500,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-04,jiati,45,13,43160,30088,2800,0,1500,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-05,jiati,30,21,28240,54980,2000,2500,1580,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-06,jiati,31,26,29528,83075,4800,3000,2180,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-07,jiati,46,14,43248,35575,7200,500,1900,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-08,jiati,37,16,33856,37385,4400,0,2330,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-09,jiati,30,9,28740,21192,3200,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-10,jiati,40,13,37420,29888,4400,0,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-11,jiati,39,12,36724,28789,6000,0,1350,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-12,jiati,35,26,33491,69875,4000,0,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-13,jiati,40,22,38720,69279,3600,0,1280,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-14,jiati,39,8,38343,19393,3600,500,750,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-15,jiati,35,13,33380,31988,4400,0,1400,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-16,jiati,42,18,40296,41983,2400,0,1200,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-17,jiati,43,21,41284,49380,2000,0,1500,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-18,jiati,48,13,45024,31388,6800,0,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-19,jiati,47,14,44036,36686,5200,0,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-20,jiati,40,22,39220,72754,1600,0,1300,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-21,jiati,25,12,24300,28988,4800,0,750,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-22,jiati,36,10,34368,29089,6400,1000,150,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-23,jiati,35,15,34391,36085,4400,0,150,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-24,jiati,39,14,39232,33686,3200,0,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-25,jiati,40,15,38931,35985,5600,1500,100,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-26,jiati,43,16,42584,41284,6000,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-27,jiati,36,16,34960,50384,4800,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-28,jiati,36,8,36079,19004,6800,0,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-29,jiati,34,9,32903,24590,2400,0,1020,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-30,jiati,37,13,36456,33887,3600,0,790,0,歷史資料匯入,2026-04-30 10:46:17,,
2025-12-31,jiati,36,27,35879,96713,1200,1000,500,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-01,jiati,37,3,36156,6897,5600,0,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-02,jiati,32,15,30516,42784,2400,0,2100,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-03,jiati,39,12,38232,35588,7600,0,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-04,jiati,36,13,35268,31687,2400,0,1550,500,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-05,jiati,42,11,40096,26289,4800,0,830,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-06,jiati,29,13,28952,30787,1200,0,1920,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-07,jiati,35,17,33380,40583,2000,0,150,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-08,jiati,33,16,31404,38384,1600,500,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-09,jiati,36,20,35568,52280,5200,0,1350,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-10,jiati,51,13,50188,40987,5200,0,1200,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-11,jiati,37,10,35579,23390,3600,500,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-12,jiati,33,10,31704,26290,2000,0,1050,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-13,jiati,29,9,27552,21291,4000,0,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-14,jiati,39,15,36932,34985,2000,0,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-15,jiati,43,14,41572,32999,3600,1500,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-16,jiati,38,13,36744,34187,3600,0,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-17,jiati,42,17,41996,53983,6000,500,1350,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-18,jiati,37,4,36956,9796,4400,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-19,jiati,43,7,41584,18881,3200,1000,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-20,jiati,41,19,39131,47869,4000,0,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-21,jiati,40,16,39320,37472,2800,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-22,jiati,38,18,36744,42382,1600,0,1190,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-23,jiati,33,21,31404,55479,4400,500,1600,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-24,jiati,43,18,42484,57382,2800,1000,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-25,jiati,39,5,38732,11595,4000,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-26,jiati,45,11,43071,25989,4400,500,600,150,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-27,jiati,37,14,36544,33286,5600,500,1200,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-28,jiati,51,19,50588,44981,4800,500,1280,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-29,jiati,47,19,44236,44881,4800,0,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-30,jiati,37,23,36856,61077,2800,500,1350,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-01-31,jiati,50,17,48811,54871,4400,1500,550,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-01,jiati,44,9,41072,22391,4800,0,1050,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-02,jiati,23,19,23324,45581,2400,500,900,50,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-03,jiati,20,27,19172,66273,400,0,750,50,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-04,jiati,29,26,28452,63874,3200,0,750,150,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-05,jiati,39,21,38232,49879,2400,500,340,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-06,jiati,47,24,44936,63876,800,0,1350,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-07,jiati,53,14,52175,42986,5200,2500,1200,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-08,jiati,37,9,35956,21491,6000,0,1430,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-09,jiati,46,12,45048,27788,4800,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-10,jiati,44,11,41384,26189,5200,1500,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-11,jiati,44,14,43472,33086,7200,0,250,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-12,jiati,52,7,49976,15893,7600,0,1130,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-13,jiati,65,20,62620,52180,6000,0,850,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-14,jiati,44,18,41272,59858,8400,1500,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-15,jiati,31,11,30028,27089,3600,1500,800,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-16,jiati,11,21,11668,54079,2000,1000,2030,180,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-17,jiati,16,26,15908,77174,2400,1500,3600,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-18,jiati,5,26,5628,84074,1600,500,3150,30,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-19,jiati,28,26,27264,84374,2400,500,4200,534,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-20,jiati,33,26,32204,85974,800,500,1950,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-21,jiati,33,20,33592,62180,2800,0,1200,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-22,jiati,44,13,42972,31587,3600,0,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-23,jiati,41,16,38800,38484,4000,0,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-24,jiati,48,8,46924,19192,2800,500,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-25,jiati,47,18,46724,42194,3200,500,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-26,jiati,44,14,41472,33586,5200,0,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-27,jiati,31,27,29628,72673,1200,500,4050,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-02-28,jiati,40,9,39420,29591,6400,1500,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-01,jiati,46,5,45559,11895,2800,0,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-02,jiati,40,8,39020,19092,4400,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-03,jiati,37,8,35356,18592,800,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-04,jiati,45,11,43460,26589,3600,1500,1200,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-05,jiati,39,24,38143,59175,3200,500,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-06,jiati,39,20,37720,52880,3600,500,1500,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-07,jiati,47,14,43825,45986,6400,500,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-08,jiati,41,11,38719,26389,3600,0,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-09,jiati,32,12,31016,29988,2800,0,750,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-10,jiati,37,10,35056,26266,5600,0,800,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-11,jiati,46,14,45348,33286,3200,1500,300,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-12,jiati,56,7,53539,16893,5600,500,150,1200,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-13,jiati,46,16,44948,40784,5200,0,1350,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-14,jiati,46,26,45270,82974,3200,0,1350,60,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-15,jiati,40,12,39504,30088,6000,0,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-16,jiati,38,10,37844,25278,6800,0,1350,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-17,jiati,36,8,34968,18892,3200,500,750,2099,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-18,jiati,47,15,45736,37773,2400,1000,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-19,jiati,45,16,44371,41460,1600,0,850,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-20,jiati,49,14,47234,36286,3200,500,1200,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-21,jiati,45,25,44560,80575,4400,1000,600,50,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-22,jiati,41,8,40600,19092,7600,0,450,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-23,jiati,36,14,37968,33086,2400,0,650,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-24,jiati,35,11,33380,25489,5200,0,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-25,jiati,39,16,37332,37484,2400,0,300,2099,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-26,jiati,39,18,40342,43182,3600,0,1200,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-27,jiati,34,15,32992,40585,1200,0,600,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-28,jiati,46,9,46648,27591,8000,0,900,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-29,jiati,40,6,38620,13794,4000,0,150,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-30,jiati,42,7,40196,16393,4000,0,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-03-31,jiati,46,7,44548,16693,2800,0,0,0,歷史資料匯入,2026-04-30 10:46:17,,
2026-04-01,jiati,30,4,30351,9596,1200,0,0,50,歷史資料匯入,2026-06-11 07:18:21,0|1|0|0|0|0|1|0|0|0|1|2|1|5|5|3|0|3|6|2|0|2|0|1,0|0|0|1|0|0|0|0|0|0|0|0|0|0|2|6|4|3|3|0|4|6|0|2
2026-04-02,jiati,48,15,45124,37285,4800,0,1200,0,歷史資料匯入,2026-06-11 07:18:21,2|0|1|5|1|1|0|0|0|1|3|1|4|4|6|5|1|2|5|4|7|6|2|2,4|0|0|0|1|2|2|2|1|0|1|1|1|3|2|5|8|3|1|3|4|4|4|0
2026-04-03,jiati,35,16,35680,51584,4800,500,1200,0,歷史資料匯入,2026-06-11 07:18:21,1|1|0|2|1|1|0|0|0|1|1|3|2|8|4|4|4|1|1|4|4|4|2|2,1|1|0|0|0|0|2|1|1|1|6|3|0|4|2|7|4|5|4|4|0|2|1|0
2026-04-04,jiati,52,11,53176,40589,4400,500,600,500,歷史資料匯入,2026-06-11 07:18:21,3|0|1|0|0|0|1|1|1|4|1|2|3|4|3|5|6|3|1|8|4|5|2|4,2|3|1|0|2|0|0|1|1|3|6|4|2|2|2|5|3|5|5|7|2|3|2|5
2026-04-05,jiati,33,14,31415,45386,5600,500,450,0,歷史資料匯入,2026-06-11 07:18:21,3|1|0|0|1|0|1|0|0|1|2|1|0|2|5|3|2|0|4|3|4|5|4|3,0|4|2|0|0|0|0|1|2|3|2|1|1|3|0|3|4|2|3|2|3|3|0|3
2026-04-06,jiati,44,7,42084,17193,5200,0,0,0,歷史資料匯入,2026-06-11 07:18:21,1|0|1|1|0|0|0|0|3|1|2|3|4|9|6|3|0|1|7|1|3|2|1|2,1|1|0|1|1|0|0|0|0|1|8|6|1|3|7|5|7|5|3|1|1|5|1|0
2026-04-07,jiati,41,15,38808,35185,4400,500,900,0,歷史資料匯入,2026-06-11 07:18:21,3|1|1|0|0|0|1|0|2|0|2|1|2|1|6|4|1|5|5|5|9|1|3|2,1|3|1|0|1|1|0|0|1|0|3|2|4|0|3|2|3|6|1|4|3|7|1|1
2026-04-08,jiati,36,14,35568,34086,2000,500,1060,150,歷史資料匯入,2026-06-11 07:18:21,1|1|1|1|0|0|0|1|0|2|1|3|1|2|5|1|2|1|8|7|5|2|2|2,1|0|1|1|0|1|0|2|2|4|3|4|1|4|2|3|4|2|0|0|6|6|3|1
2026-04-09,jiati,40,14,38720,34174,6000,1000,450,2000,歷史資料匯入,2026-06-11 07:18:21,2|0|1|0|0|1|0|0|2|1|2|1|2|5|5|3|3|4|7|5|3|2|2|3,1|1|0|0|1|0|1|2|2|4|2|3|1|2|7|4|6|4|1|0|3|7|2|2
2026-04-10,jiati,46,17,43948,43483,6400,1000,750,0,歷史資料匯入,2026-06-11 07:18:21,4|2|1|1|2|0|0|1|0|2|5|3|6|2|3|2|1|3|6|7|2|3|2|4,1|2|0|2|0|0|0|1|0|2|5|3|5|2|6|2|2|4|1|4|4|3|5|1
2026-04-11,jiati,55,26,53340,83622,4000,1000,500,0,歷史資料匯入,2026-06-11 07:18:21,4|1|2|2|1|0|0|0|1|3|3|1|1|8|7|6|6|2|3|6|11|5|3|1,0|0|0|0|0|0|0|1|2|2|4|5|6|1|0|7|6|6|7|4|5|2|4|7
2026-04-12,jiati,36,12,37168,29388,5600,1000,150,0,歷史資料匯入,2026-06-11 07:18:21,2|1|0|0|0|0|0|2|0|0|2|3|1|2|2|5|4|5|2|5|4|2|2|1,0|0|0|1|1|0|2|0|0|2|6|10|2|1|3|3|1|5|4|7|3|3|4|2
2026-04-13,jiati,45,10,45760,24890,2400,0,0,0,歷史資料匯入,2026-06-11 07:18:21,0|0|0|0|1|0|1|0|2|2|2|3|1|4|4|2|4|2|5|7|3|3|4|1,1|0|1|0|0|0|0|0|1|1|1|3|3|1|3|3|6|3|2|5|2|5|7|2
2026-04-14,jiati,37,18,35956,45258,6400,0,600,0,歷史資料匯入,2026-06-11 07:18:21,1|2|1|0|0|1|0|0|0|2|4|0|2|5|2|7|1|5|6|5|5|0|1|0,0|0|0|0|0|1|1|1|3|0|2|4|3|1|2|3|3|2|4|5|1|7|1|2
2026-04-15,jiati,45,16,43760,38972,4000,0,1350,0,歷史資料匯入,2026-06-11 07:18:21,1|0|0|0|2|0|0|0|1|1|1|0|2|8|1|1|6|3|6|5|6|7|2|2,2|0|0|2|0|0|0|2|4|2|0|1|3|1|4|5|3|2|3|6|4|4|5|1
2026-04-16,jiati,38,20,37355,48799,2800,1000,450,0,歷史資料匯入,2026-06-11 07:18:21,1|0|0|0|0|0|0|1|1|1|3|3|6|4|2|0|4|2|9|2|3|4|5|0,0|1|0|0|0|0|1|2|5|2|2|1|4|3|2|7|3|0|4|2|6|2|2|1
2026-04-17,jiati,36,17,34468,44683,5200,500,520,0,歷史資料匯入,2026-06-11 07:18:21,3|1|2|1|1|0|1|1|0|2|2|1|3|4|4|1|2|2|7|5|5|3|0|0,0|0|0|1|1|1|1|0|7|3|1|5|1|1|5|5|0|3|1|4|5|4|1|1
2026-04-18,jiati,36,24,35868,73177,2800,0,1450,0,歷史資料匯入,2026-06-11 07:18:21,1|0|0|0|1|0|0|0|1|1|2|3|2|3|4|9|5|0|4|3|7|7|3|2,0|0|0|0|2|0|0|1|2|0|4|5|5|3|3|4|3|6|6|4|0|3|3|1
2026-04-19,jiati,49,13,46412,30187,2800,500,1350,0,歷史資料匯入,2026-06-11 07:18:21,1|1|1|0|0|0|0|0|1|0|5|4|1|4|5|9|6|3|1|13|4|2|0|0,0|0|0|0|1|1|0|0|3|4|4|7|6|3|1|6|3|8|8|4|5|2|3|0
2026-04-20,jiati,35,16,32480,37084,1600,500,1650,0,歷史資料匯入,2026-06-11 07:18:21,2|0|0|0|0|0|0|0|1|2|2|5|4|2|2|1|4|3|3|4|2|2|1|2,2|0|0|0|0|0|0|7|0|1|3|1|2|2|8|2|3|0|4|4|1|3|1|1
2026-04-21,jiati,41,12,40808,27288,1200,0,300,0,歷史資料匯入,2026-06-11 07:18:21,1|0|1|2|0|0|0|0|0|0|3|3|9|3|2|5|3|6|3|4|4|1|2|0,0|2|0|0|0|0|0|3|2|1|3|2|1|4|3|8|5|3|2|6|3|3|1|0
2026-04-22,jiati,38,16,36744,37884,1200,500,1200,0,歷史資料匯入,2026-06-11 07:18:21,3|1|1|0|0|0|0|0|0|1|1|2|6|2|3|4|4|3|7|9|3|1|0|0,0|0|0|0|0|0|2|3|0|1|1|3|1|4|3|4|4|2|5|3|5|4|4|0
2026-04-23,jiati,31,9,29828,22191,800,0,900,50,歷史資料匯入,2026-06-11 07:18:21,1|0|1|0|0|0|0|0|1|0|3|1|4|5|1|3|1|0|4|6|3|2|1|0,1|0|0|0|1|0|0|1|4|2|2|0|2|2|4|3|3|4|0|1|4|2|4|0
2026-04-24,jiati,40,18,39020,48758,2400,0,2700,0,歷史資料匯入,2026-06-11 07:18:21,1|1|0|1|0|0|0|1|0|1|1|3|4|6|4|1|5|0|6|6|3|2|4|6,2|0|2|0|0|1|1|1|1|2|4|1|0|4|3|3|5|2|1|5|1|4|2|2
2026-04-25,jiati,47,23,46936,72177,3200,0,900,0,歷史資料匯入,2026-06-11 07:18:21,2|1|3|2|0|0|0|0|2|0|0|1|3|10|8|5|5|0|6|10|7|2|1|1,0|0|0|3|0|2|1|1|2|2|6|6|1|0|4|3|12|6|5|3|3|2|5|0
2026-04-26,jiati,37,11,36856,25689,2400,500,1250,0,歷史資料匯入,2026-06-11 07:18:21,2|2|0|1|1|0|0|0|0|1|2|0|6|3|5|1|5|3|2|4|4|3|0|2,0|2|0|0|0|0|0|0|0|3|8|4|3|4|2|6|2|4|3|4|3|3|4|0
2026-04-27,jiati,40,19,38120,45681,2000,1500,2250,0,歷史資料匯入,2026-06-11 07:18:21,0|2|1|0|1|1|0|0|0|2|2|1|3|4|5|5|4|9|4|5|2|2|2|2,0|1|1|0|0|0|1|7|0|3|2|5|4|1|3|2|9|3|2|4|1|3|2|1
